[(0,0,0,0,0),
(0,0,1,-1361170245016876796,3),
(0,0,2,-5444680982622362366,0),
(0,0,3,6196211860893094906,0),
(0,0,4,-3331979861889608212,3),
(0,0,5,2864231996448631512,2),
(0,0,6,6338103362198262462,2),
(0,0,7,7089634235359284638,2),
(0,0,8,5118824615931698040,2),
(0,0,9,425674503915502668,3),
(0,0,10,-6989816100689301478,1),
(0,0,11,1319096875826837218,0),
(0,0,12,6905669359754367140,0),
(0,0,13,-8676842722616263328,0),
(0,0,14,-8534951223865950954,2),
(0,0,15,7331343856005304262,3),
(0,0,16,2028554369578399088,3),
(0,0,17,-5996575609437114860,0),
(0,0,18,1702697992668314034,0),
(0,0,19,6679631102185134154,1),
(0,0,20,8934223719113345500,2),
(0,0,21,8466475843452948072,1),
(0,0,22,5276387475203941870,3),
(0,0,23,-636041385633673106,1),
(0,0,24,9175933334649654760,2),
(0,0,25,-2181176511365177764,1),
(0,0,26,2186117223740932554,3),
(0,0,27,3831070466258434098,1),
(0,0,28,2753683216187326868,2),
(0,0,29,-1046044526472389136,0),
(0,0,30,-7568112761720713914,1),
(0,0,31,1634222584151904150,1),
(0,1,0,42317872,0),
(0,1,1,-1370998972835195828,2),
(0,1,2,-5425023526858770730,2),
(0,1,3,6166725677353502110,0),
(0,1,4,-3292664950404742812,1),
(0,1,5,2815088357187764952,1),
(0,1,6,6397075729404401626,3),
(0,1,7,7020833140377144314,3),
(0,1,8,5197454438859110968,3),
(0,1,9,337215953212088580,3),
(0,1,10,-6891528822040614786,2),
(0,1,11,1210980869402149366,0),
(0,1,12,7023614094124327596,0),
(0,1,13,-8804616184762224944,0),
(0,1,14,-8397349033774716734,2),
(0,1,15,7183912938138068882,1),
(0,1,16,2185814015390907072,3),
(0,1,17,-6163663983025624004,3),
(0,1,18,1879615094202095782,0),
(0,1,19,6492885272875351246,2),
(0,1,20,9130798276368401012,0),
(0,1,21,8260072558421891400,3),
(0,1,22,5492619488180271146,1),
(0,1,23,-862102126386003542,3),
(0,1,24,-9034921270362293816,2),
(0,1,25,-2426894707838781964,3),
(0,1,26,2441664148159809358,1),
(0,1,27,3565694814063556134,1),
(0,1,28,3028887596327477436,3),
(0,1,29,-1331077634388540864,0),
(0,1,30,-7273250925859289582,3),
(0,1,31,1329532020514478658,3),
(0,2,0,169271466,1),
(0,2,1,-1341512789126331566,1),
(0,2,2,-5483995893895638472,2),
(0,2,3,6137239493898545036,3),
(0,2,4,-3253350038835241690,0),
(0,2,5,2962519275224271798,0),
(0,2,6,6220158628039891300,3),
(0,2,7,6952032045479639712,3),
(0,2,8,5276084261871159618,3),
(0,2,9,602591605576238010,3),
(0,2,10,-7186390657732767696,1),
(0,2,11,1102864863062097236,1),
(0,2,12,7141558828578923774,3),
(0,2,13,-8421295798070432930,3),
(0,2,14,-8810155603794512228,1),
(0,2,15,7036482020355469224,2),
(0,2,16,2343073661288050778,3),
(0,2,17,-5662398862006189406,2),
(0,2,18,1348863789854657704,3),
(0,2,19,6306139443650204060,2),
(0,2,20,-9119371240001459370,3),
(0,2,21,8879282413768968582,3),
(0,2,22,4843923449505190484,0),
(0,2,23,-1088162867053698256,1),
(0,2,24,-8799031801580055054,2),
(0,2,25,-1689740118164062198,0),
(0,2,26,1675023375157086112,0),
(0,2,27,3300319161953313892,1),
(0,2,28,3304091976552263726,1),
(0,2,29,-475978310386178514,1),
(0,2,30,-8157836433189655412,1),
(0,2,31,1024841456961688888,2),
(0,3,0,380860782,3),
(0,3,1,-1351341517113922042,1),
(0,3,2,-5464338438301318280,1),
(0,3,3,6107753310528223684,3),
(0,3,4,-3214035127181104846,0),
(0,3,5,2913375635794133794,3),
(0,3,6,6279130995076759020,3),
(0,3,7,6883230950666770832,1),
(0,3,8,5354714084967843990,0),
(0,3,9,514133054703552478,1),
(0,3,10,-7088103379253352448,1),
(0,3,11,994748856806680828,1),
(0,3,12,7259503563118155674,1),
(0,3,13,-8549069260385665990,3),
(0,3,14,-8672553413872549452,0),
(0,3,15,6889051102657505288,1),
(0,3,16,2500333307269830206,0),
(0,3,17,-5829487235763969994,2),
(0,3,18,1525780891219168008,1),
(0,3,19,6119393614509692596,0),
(0,3,20,-8922796682577132414,2),
(0,3,21,8672879128568640466,2),
(0,3,22,5060155462312248316,0),
(0,3,23,-1314223607636757248,3),
(0,3,24,-8563142332713180570,0),
(0,3,25,-1935458314806937842,1),
(0,3,26,1930570299406691472,2),
(0,3,27,3034943509927707372,0),
(0,3,28,3579296356861685738,1),
(0,3,29,-761011418471601686,2),
(0,3,30,-7862974597497502524,1),
(0,3,31,720150893493534840,3),
(0,4,0,677085820,0),
(0,4,1,-1400485155782338592,1),
(0,4,2,-5366051159060181490,2),
(0,4,3,6078267127242538054,1),
(0,4,4,-3489239506982712592,2),
(0,4,5,3060806554338454972,1),
(0,4,6,6102213894220063026,0),
(0,4,7,7364838616134203154,0),
(0,4,8,5433343908149164084,0),
(0,4,9,71840301609660648,0),
(0,4,10,-6596666985586740378,1),
(0,4,11,886632850635900142,2),
(0,4,12,6433890423120882536,3),
(0,4,13,-8165748873186059644,0),
(0,4,14,-9085359983384530614,0),
(0,4,15,7921067528320603002,0),
(0,4,16,2657592953336245356,3),
(0,4,17,-6664929103283337104,1),
(0,4,18,2410366399311255358,0),
(0,4,19,5932647785453816854,1),
(0,4,20,8147925490939480672,1),
(0,4,21,-9154655089286019636,2),
(0,4,22,4411459424144981986,1),
(0,4,23,268201578222005858,2),
(0,4,24,-8327252863761670364,0),
(0,4,25,-3164049296751780232,0),
(0,4,26,3208304921924254102,1),
(0,4,27,2769567857986736574,3),
(0,4,28,1652865696473081816,3),
(0,4,29,94087906038574996,2),
(0,4,30,-8747560104320054022,2),
(0,4,31,2852984839547963338,0),
(0,5,0,1057946580,0),
(0,5,1,-1410313883262114736,2),
(0,5,2,-5346393702958046966,0),
(0,5,3,6048780944041488146,1),
(0,5,4,-3449924595836390080,2),
(0,5,5,3011662914739045524,0),
(0,5,6,6161186261087659302,0),
(0,5,7,7296037520813519942,2),
(0,5,8,5511973731415119900,3),
(0,5,9,-16618248755210552,1),
(0,5,10,-6498379706599510798,3),
(0,5,11,778516844549755178,3),
(0,5,12,6551835157152300104,1),
(0,5,13,-8293522335670564148,1),
(0,5,14,-8947757793631839282,1),
(0,5,15,7773636610114824734,1),
(0,5,16,2814852599487296228,1),
(0,5,17,-6832017476533303360,1),
(0,5,18,2587283501183579994,0),
(0,5,19,5745901956482576834,3),
(0,5,20,8344500047855993296,1),
(0,5,21,9085685699053932420,1),
(0,5,22,4627691436782768374,3),
(0,5,23,42140837131132534,1),
(0,5,24,-8091363394725524436,2),
(0,5,25,-3409767492886841544,2),
(0,5,26,3463851846681673794,2),
(0,5,27,2504192206130401498,2),
(0,5,28,1928070076274689496,3),
(0,5,29,-190945202216119620,0),
(0,5,30,-8452698268797172578,0),
(0,5,31,2548294275571994958,2),
(0,6,0,1523443062,3),
(0,6,1,-1380827700568879138,2),
(0,6,2,-5405366071010543372,2),
(0,6,3,6019294760925073960,2),
(0,6,4,-3410609684605431846,3),
(0,6,5,3159093833791181034,3),
(0,6,6,5984269160738777640,3),
(0,6,7,7227236425577472452,1),
(0,6,8,5590603554765711438,0),
(0,6,9,248757402593310214,0),
(0,6,10,-6793241543307292372,1),
(0,6,11,670400838548245936,2),
(0,6,12,6669779891268353394,0),
(0,6,13,-7910201947963143470,2),
(0,6,14,9086179711073545504,1),
(0,6,15,7626205691993682188,1),
(0,6,16,2972112245722982822,0),
(0,6,17,-6330752356529497426,1),
(0,6,18,2056532195820513252,1),
(0,6,19,5559156127595972536,2),
(0,6,20,8541074604857141642,0),
(0,6,21,-8741848518292913350,0),
(0,6,22,3978995399123316376,2),
(0,6,23,-183919903875105068,0),
(0,6,24,-7855473925604742786,2),
(0,6,25,-2672612904227750442,0),
(0,6,26,2697211072663321884,1),
(0,6,27,2238816554358702144,2),
(0,6,28,2203274456160932898,2),
(0,6,29,664154122801871394,0),
(0,6,30,9109460298597641872,0),
(0,6,31,2243603711680662300,3),
(0,7,0,2073575266,2),
(0,7,1,-1390656428217926726,2),
(0,7,2,-5385708615077680292,0),
(0,7,3,5989808577893295496,3),
(0,7,4,-3371294773289837890,0),
(0,7,5,3109950194022500142,3),
(0,7,6,6043241527437102472,0),
(0,7,7,7158435330426060684,2),
(0,7,8,5669233378200938698,3),
(0,7,9,160298852059167570,1),
(0,7,10,-6694954264489334236,1),
(0,7,11,562284832631372416,3),
(0,7,12,6787724625469042406,1),
(0,7,13,-8037975410616919418,1),
(0,7,14,-9222962173052586224,0),
(0,7,15,7478774773957175364,1),
(0,7,16,3129371892043305138,2),
(0,7,17,-6497840729948735126,3),
(0,7,18,2233449297523566444,0),
(0,7,19,5372410298794003960,0),
(0,7,20,8737649161942925710,1),
(0,7,21,-8948251803831784354,2),
(0,7,22,4195227411591831320,0),
(0,7,23,-409980644796706948,2),
(0,7,24,-7619584456399325414,2),
(0,7,25,-2918331100532083198,0),
(0,7,26,2952757997251470132,0),
(0,7,27,1973440902671638512,3),
(0,7,28,2478478836131812022,0),
(0,7,29,379121014377905334,1),
(0,7,30,-9042421939758299744,0),
(0,7,31,1938913147873965364,0),
(0,8,0,2708343192,1),
(0,8,1,-1282540419423438548,0),
(0,8,2,-5601940625684209462,2),
(0,8,3,5960322394946152754,3),
(0,8,4,-3017460567640884796,2),
(0,8,5,2471082884731499248,1),
(0,8,6,5866324427596035142,2),
(0,8,7,7640042998263293222,2),
(0,8,8,4489786035559280608,1),
(0,8,9,-281993899342009820,3),
(0,8,10,-6203517869130007726,3),
(0,8,11,2184024930271226026,0),
(0,8,12,5962111487841569484,2),
(0,8,13,-7654655022401684408,0),
(0,8,14,-7434133700766276978,1),
(0,8,15,6151896515437221438,2),
(0,8,16,3286631538448263176,3),
(0,8,17,-4659868617682155716,1),
(0,8,18,287361183444946042,3),
(0,8,19,5185664470076671106,2),
(0,8,20,-7939923894185961804,0),
(0,8,21,6815249565574294912,1),
(0,8,22,3546531374440193654,1),
(0,8,23,1172444543431856374,2),
(0,8,24,7288817588115716432,3),
(0,8,25,-4146922080784211148,2),
(0,8,26,4230492621461747202,1),
(0,8,27,5954075686864343802,3),
(0,8,28,552048178113008316,2),
